contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM260320P00290000,IBM,2026-03-20,290.0,put,0.0,52.58,52.3,10,52.85,10,0,196,2025-08-15,0.31243,-0.71331,0.0059,-0.01884,0.62928,-1.32626
IBM260320C00300000,IBM,2026-03-20,300.0,call,3.97,3.97,3.9,17,4.05,22,13,1619,2025-08-15,0.2539,0.17972,0.00559,-0.03296,0.48454,0.23123
IBM260320P00300000,IBM,2026-03-20,300.0,put,0.0,61.27,61.0,27,61.55,15,0,58,2025-08-15,0.33194,-0.74146,0.00527,-0.01739,0.5978,-1.42005
IBM260320C00310000,IBM,2026-03-20,310.0,call,2.95,2.97,2.89,15,3.05,22,2,670,2025-08-15,0.2539,0.1392,0.00472,-0.02757,0.4098,0.18021
IBM260320P00310000,IBM,2026-03-20,310.0,put,0.0,70.62,70.15,48,71.1,16,0,65,2025-08-15,0.35146,-0.7637,0.00474,-0.01608,0.56974,-1.5065
IBM260320C00320000,IBM,2026-03-20,320.0,call,2.26,2.23,2.01,161,2.45,72,16,614,2025-08-15,0.2539,0.10637,0.00391,-0.02261,0.33925,0.13845
IBM260320P00320000,IBM,2026-03-20,320.0,put,0.0,80.35,79.9,13,80.8,16,0,11,2025-08-15,0.39048,-0.76526,0.00426,-0.01973,0.56765,-1.57077
IBM260320C00330000,IBM,2026-03-20,330.0,call,1.72,1.62,1.42,6,1.82,75,4,1932,2025-08-15,0.2539,0.08027,0.00318,-0.01821,0.27548,0.10498
IBM260320P00330000,IBM,2026-03-20,330.0,put,0.0,90.22,89.7,12,90.75,11,0,0,2025-08-15,0.40999,-0.77982,0.00391,-0.01885,0.54755,-1.64749
IBM260320C00340000,IBM,2026-03-20,340.0,call,1.33,1.47,1.18,62,1.76,299,4,515,2025-08-15,0.27341,0.07632,0.00284,-0.01869,0.26516,0.09928
IBM260320P00340000,IBM,2026-03-20,340.0,put,0.0,100.25,99.75,11,100.75,10,0,0,2025-08-15,0.44901,-0.77696,0.0036,-0.02302,0.5516,-1.70623
IBM260320C00350000,IBM,2026-03-20,350.0,call,0.99,1.11,0.8,177,1.42,149,4,97,2025-08-15,0.27341,0.05847,0.00231,-0.01512,0.21577,0.07637
IBM260320P00350000,IBM,2026-03-20,350.0,put,0.0,110.28,109.75,10,110.8,15,0,0,2025-08-15,0.46853,-0.78691,0.00336,-0.02254,0.53728,-1.77721
IBM260320C00360000,IBM,2026-03-20,360.0,call,1.17,1.02,0.14,306,1.9,196,0,120,2025-08-15,0.27341,0.04444,0.00186,-0.01209,0.17343,0.05825
IBM260320P00360000,IBM,2026-03-20,360.0,put,0.0,120.2,119.7,77,120.7,10,0,0,2025-08-15,0.48804,-0.79504,0.00315,-0.02221,0.5251,-1.846
IBM260320C00370000,IBM,2026-03-20,370.0,call,0.74,0.98,0.1,276,1.86,201,0,94,2025-08-15,0.29292,0.04506,0.00175,-0.01301,0.17538,0.05871
IBM260320P00370000,IBM,2026-03-20,370.0,put,0.0,130.28,129.8,10,130.75,11,0,0,2025-08-15,0.52706,-0.78857,0.00297,-0.02703,0.53482,-1.90039
IBM260320C00380000,IBM,2026-03-20,380.0,call,1.54,0.8,0.15,406,1.46,224,2,254,2025-08-15,0.29292,0.03492,0.00142,-0.01053,0.14257,0.04566
IBM260320P00380000,IBM,2026-03-20,380.0,put,0.0,139.68,138.6,102,140.75,12,0,0,2025-08-15,0.52706,-0.80706,0.00281,-0.02201,0.50633,-1.97845
IBM260320C00390000,IBM,2026-03-20,390.0,call,0.75,0.58,0.2,229,0.96,186,0,116,2025-08-15,0.29292,0.02693,0.00115,-0.00846,0.11498,0.03532
IBM260320P00390000,IBM,2026-03-20,390.0,put,0.0,150.25,149.7,77,150.8,16,0,0,2025-08-15,0.56608,-0.79892,0.00268,-0.02719,0.51914,-2.03083
IBM260320C00400000,IBM,2026-03-20,400.0,call,0.42,0.01,0.0,0,1.55,171,0,62,2025-08-15,0.19536,0.00081,8e-05,-0.00025,0.00512,0.00111
IBM260320P00400000,IBM,2026-03-20,400.0,put,0.0,160.22,159.7,75,160.75,9,0,0,2025-08-15,0.5856,-0.80266,0.00257,-0.02747,0.51332,-2.09435
IBM260320C00410000,IBM,2026-03-20,410.0,call,0.35,0.32,0.1,150,0.53,135,0,12,2025-08-15,0.29292,0.0158,0.00073,-0.00536,0.07321,0.02083
IBM260320P00410000,IBM,2026-03-20,410.0,put,0.0,170.22,169.7,10,170.75,7,0,0,2025-08-15,0.62462,-0.79392,0.00247,-0.03299,0.52681,-2.14632
IBM260320C00420000,IBM,2026-03-20,420.0,call,1.71,0.01,0.0,0,1.44,110,0,10,2025-08-15,0.21487,0.00083,7e-05,-0.00028,0.00522,0.00113
IBM260320P00420000,IBM,2026-03-20,420.0,put,0.0,180.28,179.75,8,180.8,11,0,0,2025-08-15,0.64413,-0.79643,0.00238,-0.03355,0.52298,-2.20846
IBM260320C00430000,IBM,2026-03-20,430.0,call,0.3,0.01,0.0,0,1.41,109,0,50,2025-08-15,0.23438,0.00135,0.0001,-0.00048,0.00818,0.00183
IBM260320P00430000,IBM,2026-03-20,430.0,put,0.0,189.55,188.3,101,190.8,7,0,0,2025-08-15,0.64413,-0.80957,0.00228,-0.02905,0.50227,-2.28
IBM260417C00135000,IBM,2026-04-17,135.0,call,0.0,107.0,106.15,26,107.85,87,0,0,2025-08-15,0.01976,1.0,0.0,-0.01556,0.0,0.88021
IBM260417P00135000,IBM,2026-04-17,135.0,put,0.0,0.01,0.0,0,2.02,78,0,0,2025-08-15,0.23438,-0.0006,5e-05,-0.00018,0.00415,-0.00102
IBM260417C00140000,IBM,2026-04-17,140.0,call,0.0,102.2,101.4,6,103.0,76,0,0,2025-08-15,0.01976,1.0,0.0,-0.01613,0.0,0.91281
IBM260417P00140000,IBM,2026-04-17,140.0,put,0.0,0.01,0.0,0,2.15,73,0,0,2025-08-15,0.23438,-0.00115,8e-05,-0.00033,0.00752,-0.00196
IBM260417C00145000,IBM,2026-04-17,145.0,call,0.0,97.38,96.65,13,98.1,30,0,0,2025-08-15,0.01976,1.0,0.0,-0.01671,0.0,0.94541
IBM260417P00145000,IBM,2026-04-17,145.0,put,0.0,1.34,0.38,109,2.3,98,0,0,2025-08-15,0.40999,-0.03996,0.00107,-0.01284,0.1691,-0.07421
IBM260417C00150000,IBM,2026-04-17,150.0,call,0.0,92.68,91.9,4,93.45,22,0,0,2025-08-15,0.01976,1.0,0.0,-0.01728,0.0,0.97801
IBM260417P00150000,IBM,2026-04-17,150.0,put,0.0,0.01,0.0,0,2.49,78,0,0,2025-08-15,0.19536,-0.00071,6e-05,-0.00017,0.00482,-0.00119
IBM260417C00155000,IBM,2026-04-17,155.0,call,0.0,88.0,86.25,105,89.75,129,0,0,2025-08-15,0.01976,1.0,0.0,-0.01786,0.0,1.01061
IBM260417P00155000,IBM,2026-04-17,155.0,put,0.0,1.46,0.18,111,2.73,111,0,0,2025-08-15,0.37097,-0.04626,0.00133,-0.01291,0.19033,-0.08494
IBM260417C00160000,IBM,2026-04-17,160.0,call,0.0,83.62,82.5,15,84.75,103,0,0,2025-08-15,0.01976,1.0,0.0,-0.01844,0.0,1.04321
IBM260417P00160000,IBM,2026-04-17,160.0,put,0.0,1.85,1.52,21,2.18,12,0,0,2025-08-15,0.37097,-0.0573,0.00158,-0.01522,0.22566,-0.10573
IBM260417C00165000,IBM,2026-04-17,165.0,call,0.0,78.78,77.5,102,80.05,97,0,0,2025-08-15,0.01976,1.0,0.0,-0.01901,0.0,1.07581
IBM260417P00165000,IBM,2026-04-17,165.0,put,0.0,2.06,1.82,49,2.31,77,0,1,2025-08-15,0.35146,-0.06152,0.00176,-0.01512,0.23858,-0.11284
IBM260417C00170000,IBM,2026-04-17,170.0,call,0.0,74.38,73.35,11,75.4,62,0,0,2025-08-15,0.01976,1.0,0.0,-0.01959,0.0,1.10841
IBM260417P00170000,IBM,2026-04-17,170.0,put,0.0,2.62,2.18,10,3.05,10,0,0,2025-08-15,0.35146,-0.07515,0.00205,-0.01752,0.27845,-0.13851
IBM260417C00175000,IBM,2026-04-17,175.0,call,0.0,69.82,68.35,107,71.3,98,0,0,2025-08-15,0.17585,0.99301,0.00056,-0.02133,0.0382,1.12922
IBM260417P00175000,IBM,2026-04-17,175.0,put,0.0,3.18,2.66,64,3.7,165,0,21,2025-08-15,0.35146,-0.09048,0.00236,-0.02,0.32021,-0.16761
IBM260417C00180000,IBM,2026-04-17,180.0,call,0.0,65.28,64.45,12,66.1,15,0,0,2025-08-15,0.21487,0.96999,0.00161,-0.02569,0.13367,1.12181
IBM260417P00180000,IBM,2026-04-17,180.0,put,0.0,3.3,3.05,39,3.55,21,0,2,2025-08-15,0.33194,-0.09742,0.00264,-0.01974,0.33815,-0.17935
IBM260417C00185000,IBM,2026-04-17,185.0,call,0.0,61.53,60.85,12,62.2,59,0,0,2025-08-15,0.2539,0.93181,0.00264,-0.03258,0.25844,1.08555
IBM260417P00185000,IBM,2026-04-17,185.0,put,4.0,3.95,3.5,162,4.4,62,1,0,2025-08-15,0.33194,-0.11592,0.00299,-0.02218,0.38338,-0.2145
IBM260417C00190000,IBM,2026-04-17,190.0,call,0.0,57.52,56.65,16,58.4,154,0,0,2025-08-15,0.2539,0.91327,0.00317,-0.03525,0.31025,1.08468
IBM260417P00190000,IBM,2026-04-17,190.0,put,0.0,4.28,3.7,157,4.85,23,0,0,2025-08-15,0.31243,-0.12515,0.00336,-0.02173,0.40463,-0.23011
IBM260417C00195000,IBM,2026-04-17,195.0,call,0.0,53.2,51.9,11,54.5,101,0,0,2025-08-15,0.2539,0.89183,0.00373,-0.03796,0.36488,1.07828
IBM260417P00195000,IBM,2026-04-17,195.0,put,0.0,5.8,5.1,9,6.5,19,0,0,2025-08-15,0.33194,-0.15816,0.0037,-0.0269,0.47425,-0.29581
IBM260417C00200000,IBM,2026-04-17,200.0,call,0.0,49.22,47.8,15,50.65,97,0,0,2025-08-15,0.2539,0.86749,0.0043,-0.04066,0.421,1.06627
IBM260417P00200000,IBM,2026-04-17,200.0,put,0.0,6.45,6.15,17,6.75,44,0,2,2025-08-15,0.31243,-0.17125,0.00414,-0.02621,0.49933,-0.31827
IBM260417C00205000,IBM,2026-04-17,205.0,call,0.0,45.1,44.0,18,46.2,11,0,0,2025-08-15,0.2539,0.84035,0.00487,-0.04326,0.47718,1.04873
IBM260417P00205000,IBM,2026-04-17,205.0,put,0.0,7.88,7.15,7,8.6,15,0,0,2025-08-15,0.31243,-0.19689,0.00452,-0.02823,0.54467,-0.36799
IBM260417C00210000,IBM,2026-04-17,210.0,call,0.0,41.4,40.3,17,42.5,8,0,0,2025-08-15,0.2539,0.81058,0.00543,-0.04569,0.53195,1.02584
IBM260417P00210000,IBM,2026-04-17,210.0,put,0.0,9.0,8.2,30,9.8,11,0,0,2025-08-15,0.31243,-0.22404,0.00488,-0.03002,0.58759,-0.42117
IBM260417C00215000,IBM,2026-04-17,215.0,call,0.0,38.02,37.05,7,39.0,11,0,0,2025-08-15,0.2539,0.77844,0.00596,-0.04789,0.58389,0.99794
IBM260417P00215000,IBM,2026-04-17,215.0,put,0.0,10.55,9.75,7,11.35,21,0,0,2025-08-15,0.31243,-0.25248,0.00521,-0.03156,0.62738,-0.4775
IBM260417C00220000,IBM,2026-04-17,220.0,call,0.0,34.65,33.55,9,35.75,11,0,0,2025-08-15,0.2539,0.74422,0.00645,-0.04979,0.63167,0.96545
IBM260417P00220000,IBM,2026-04-17,220.0,put,0.0,12.02,11.1,8,12.95,21,0,0,2025-08-15,0.31243,-0.282,0.0055,-0.03282,0.66341,-0.53666
IBM260417C00225000,IBM,2026-04-17,225.0,call,0.0,31.48,30.5,18,32.45,21,0,0,2025-08-15,0.2539,0.70828,0.00688,-0.05135,0.67414,0.92892
IBM260417P00225000,IBM,2026-04-17,225.0,put,0.0,13.73,13.05,16,14.4,55,0,0,2025-08-15,0.31243,-0.31238,0.00577,-0.03375,0.69519,-0.59829
IBM260417C00230000,IBM,2026-04-17,230.0,call,28.43,28.27,28.1,51,28.45,12,8,0,2025-08-15,0.2539,0.67102,0.00725,-0.05252,0.71038,0.88894
IBM260417P00230000,IBM,2026-04-17,230.0,put,15.46,15.27,14.6,102,15.95,97,1,0,2025-08-15,0.29292,-0.33959,0.00637,-0.03157,0.7193,-0.64647
IBM260417C00235000,IBM,2026-04-17,235.0,call,0.0,25.5,25.25,40,25.75,11,0,0,2025-08-15,0.2539,0.63282,0.00755,-0.05328,0.73969,0.84614
IBM260417P00235000,IBM,2026-04-17,235.0,put,0.0,17.25,16.2,237,18.3,68,0,0,2025-08-15,0.29292,-0.37298,0.00658,-0.03181,0.74347,-0.71483
IBM260417C00240000,IBM,2026-04-17,240.0,call,0.0,23.0,21.8,18,24.2,8,0,0,2025-08-15,0.2539,0.59411,0.00778,-0.05362,0.76162,0.8012
IBM260417P00240000,IBM,2026-04-17,240.0,put,0.0,19.67,18.2,105,21.15,19,0,0,2025-08-15,0.29292,-0.40662,0.00674,-0.03168,0.76196,-0.78475
IBM260417C00245000,IBM,2026-04-17,245.0,call,19.19,20.55,20.1,55,21.0,40,0,4,2025-08-15,0.2539,0.55527,0.00792,-0.05355,0.77599,0.75476
IBM260417P00245000,IBM,2026-04-17,245.0,put,0.0,22.23,21.1,227,23.35,99,0,0,2025-08-15,0.29292,-0.44026,0.00686,-0.03119,0.77472,-0.85577
IBM260417C00250000,IBM,2026-04-17,250.0,call,18.0,18.43,17.85,118,19.0,120,7,0,2025-08-15,0.2539,0.5167,0.00799,-0.05307,0.78283,0.70746
IBM260417P00250000,IBM,2026-04-17,250.0,put,0.0,24.9,23.7,207,26.1,28,0,0,2025-08-15,0.29292,-0.47363,0.00692,-0.03034,0.78181,-0.92749
IBM260417C00255000,IBM,2026-04-17,255.0,call,0.0,16.0,15.75,60,16.25,32,0,0,2025-08-15,0.2539,0.47874,0.00799,-0.0522,0.78241,0.65992
IBM260417P00255000,IBM,2026-04-17,255.0,put,0.0,27.88,27.5,16,28.25,38,0,0,2025-08-15,0.29292,-0.50653,0.00693,-0.02917,0.78342,-0.99951
IBM260417C00260000,IBM,2026-04-17,260.0,call,0.0,14.2,13.85,54,14.55,52,0,0,2025-08-15,0.2539,0.44169,0.00791,-0.05099,0.77514,0.61267
IBM260417P00260000,IBM,2026-04-17,260.0,put,31.49,30.88,30.15,24,31.6,18,10,0,2025-08-15,0.29292,-0.53875,0.0069,-0.02768,0.77982,-1.07145
IBM260417C00265000,IBM,2026-04-17,265.0,call,12.5,12.32,11.8,113,12.85,76,1,0,2025-08-15,0.2539,0.40584,0.00778,-0.04947,0.7616,0.56621
IBM260417P00265000,IBM,2026-04-17,265.0,put,0.0,34.08,32.55,196,35.6,46,0,0,2025-08-15,0.29292,-0.57011,0.00683,-0.02591,0.77139,-1.14301
IBM260417C00270000,IBM,2026-04-17,270.0,call,0.0,10.9,10.55,44,11.25,21,0,0,2025-08-15,0.2539,0.37142,0.00758,-0.04768,0.74246,0.52097
IBM260417P00270000,IBM,2026-04-17,270.0,put,0.0,37.3,36.8,26,37.8,5,0,0,2025-08-15,0.29292,-0.60047,0.00671,-0.02389,0.75854,-1.21387
IBM260417C00275000,IBM,2026-04-17,275.0,call,0.0,9.57,9.2,37,9.95,23,0,0,2025-08-15,0.2539,0.33859,0.00734,-0.04566,0.71848,0.47731
IBM260417P00275000,IBM,2026-04-17,275.0,put,0.0,41.62,40.9,17,42.35,21,0,0,2025-08-15,0.31243,-0.61595,0.00622,-0.02536,0.75019,-1.27147
IBM260417C00280000,IBM,2026-04-17,280.0,call,8.35,8.3,7.7,98,8.9,93,1,0,2025-08-15,0.2539,0.3075,0.00705,-0.04347,0.69044,0.43551
IBM260417P00280000,IBM,2026-04-17,280.0,put,0.0,45.0,44.6,10,45.4,23,0,0,2025-08-15,0.31243,-0.64254,0.00608,-0.02309,0.73296,-1.33776
IBM260417C00285000,IBM,2026-04-17,285.0,call,0.0,7.17,7.0,44,7.35,16,0,0,2025-08-15,0.2539,0.27826,0.00673,-0.04115,0.65912,0.39581
IBM260417P00285000,IBM,2026-04-17,285.0,put,0.0,48.9,48.6,17,49.2,5,0,0,2025-08-15,0.31243,-0.668,0.00592,-0.02066,0.71298,-1.40298
IBM260417C00290000,IBM,2026-04-17,290.0,call,0.0,6.05,5.6,8,6.5,7,0,0,2025-08-15,0.23438,0.22838,0.00657,-0.03425,0.594,0.33009
IBM260417P00290000,IBM,2026-04-17,290.0,put,0.0,53.03,51.6,100,54.45,15,0,0,2025-08-15,0.31243,-0.69229,0.00573,-0.01811,0.69065,-1.46702
IBM260417C00295000,IBM,2026-04-17,295.0,call,0.0,5.25,4.8,14,5.7,8,0,0,2025-08-15,0.23438,0.20236,0.00612,-0.03167,0.55373,0.29356
IBM260417P00295000,IBM,2026-04-17,295.0,put,0.0,57.85,56.55,61,59.15,103,0,0,2025-08-15,0.33194,-0.69852,0.00535,-0.01965,0.68438,-1.51152
IBM260417C00300000,IBM,2026-04-17,300.0,call,0.0,4.92,4.1,12,5.75,14,0,0,2025-08-15,0.2539,0.20197,0.00565,-0.03379,0.55308,0.29059
IBM260417P00300000,IBM,2026-04-17,300.0,put,0.0,62.35,61.05,30,63.65,114,0,0,2025-08-15,0.35146,-0.70336,0.00501,-0.02126,0.67937,-1.554
IBM260417C00305000,IBM,2026-04-17,305.0,call,0.0,4.3,3.55,14,5.05,15,0,0,2025-08-15,0.2539,0.18034,0.00527,-0.03134,0.51596,0.26033
IBM260417P00305000,IBM,2026-04-17,305.0,put,0.0,66.68,65.2,106,68.15,107,0,0,2025-08-15,0.35146,-0.72291,0.00485,-0.0187,0.65777,-1.61162
IBM260417C00310000,IBM,2026-04-17,310.0,call,3.7,3.55,3.4,22,3.7,20,0,1,2025-08-15,0.2539,0.16054,0.00489,-0.02892,0.47891,0.23248
IBM260417P00310000,IBM,2026-04-17,310.0,put,0.0,71.2,70.05,94,72.35,81,0,0,2025-08-15,0.35146,-0.7415,0.00469,-0.01607,0.63515,-1.6682
IBM260417C00315000,IBM,2026-04-17,315.0,call,0.0,3.21,2.56,13,3.85,11,0,0,2025-08-15,0.2539,0.1425,0.00452,-0.02658,0.44241,0.20696
IBM260417P00315000,IBM,2026-04-17,315.0,put,0.0,75.25,74.15,99,76.35,7,0,0,2025-08-15,0.35146,-0.75914,0.00451,-0.01341,0.61174,-1.72372
IBM260417C00320000,IBM,2026-04-17,320.0,call,0.0,2.7,2.19,13,3.2,11,0,0,2025-08-15,0.2539,0.12613,0.00415,-0.02433,0.40684,0.1837
IBM260417P00320000,IBM,2026-04-17,320.0,put,0.0,80.33,79.7,107,80.95,12,0,0,2025-08-15,0.37097,-0.75891,0.00428,-0.01525,0.61207,-1.75878
IBM260417C00325000,IBM,2026-04-17,325.0,call,0.0,2.45,1.85,16,3.05,9,0,0,2025-08-15,0.2539,0.11134,0.0038,-0.02218,0.37253,0.16259
IBM260417P00325000,IBM,2026-04-17,325.0,put,0.0,84.95,83.75,111,86.15,106,0,0,2025-08-15,0.39048,-0.75821,0.00407,-0.01716,0.61303,-1.79321
IBM260417C00330000,IBM,2026-04-17,330.0,call,0.0,2.15,1.6,19,2.7,11,0,0,2025-08-15,0.2539,0.09804,0.00347,-0.02014,0.33972,0.14352
IBM260417P00330000,IBM,2026-04-17,330.0,put,0.0,90.18,88.4,101,91.95,109,0,0,2025-08-15,0.40999,-0.75712,0.00389,-0.01913,0.61453,-1.82713
IBM260417C00335000,IBM,2026-04-17,335.0,call,1.65,1.92,1.72,22,2.13,24,0,4,2025-08-15,0.2539,0.08611,0.00315,-0.01822,0.3086,0.12635
IBM260417P00335000,IBM,2026-04-17,335.0,put,0.0,94.85,94.0,80,95.7,11,0,0,2025-08-15,0.40999,-0.7709,0.00376,-0.01661,0.59505,-1.87716
IBM260515C00125000,IBM,2026-05-15,125.0,call,0.0,116.65,115.05,104,118.25,108,0,0,2025-08-15,0.01976,1.0,0.0,-0.01436,0.0,0.90514
IBM260515P00125000,IBM,2026-05-15,125.0,put,0.0,0.01,0.0,0,1.98,78,0,0,2025-08-15,0.2539,-0.00063,4e-05,-0.00019,0.00459,-0.00121
IBM260515C00130000,IBM,2026-05-15,130.0,call,0.0,111.53,110.3,106,112.75,101,0,0,2025-08-15,0.01976,1.0,0.0,-0.01493,0.0,0.94134
IBM260515P00130000,IBM,2026-05-15,130.0,put,0.0,0.76,0.01,102,1.5,103,0,2,2025-08-15,0.40999,-0.02305,0.00064,-0.00774,0.11318,-0.04755
IBM260515C00135000,IBM,2026-05-15,135.0,call,0.0,106.62,105.55,97,107.7,22,0,0,2025-08-15,0.01976,1.0,0.0,-0.0155,0.0,0.97755
IBM260515P00135000,IBM,2026-05-15,135.0,put,0.0,0.01,0.0,0,2.26,78,0,1,2025-08-15,0.23438,-0.00099,7e-05,-0.00027,0.0069,-0.00188
IBM260515C00140000,IBM,2026-05-15,140.0,call,0.0,102.33,101.65,12,103.0,26,0,0,2025-08-15,0.01976,1.0,0.0,-0.01608,0.0,1.01375
IBM260515P00140000,IBM,2026-05-15,140.0,put,0.0,0.01,0.0,0,2.85,80,0,2,2025-08-15,0.21487,-0.00079,6e-05,-0.0002,0.00559,-0.00148
IBM260515C00145000,IBM,2026-05-15,145.0,call,0.0,97.62,96.95,7,98.3,24,0,0,2025-08-15,0.01976,1.0,0.0,-0.01665,0.0,1.04996
IBM260515P00145000,IBM,2026-05-15,145.0,put,0.0,1.4,0.14,110,2.66,111,0,5,2025-08-15,0.39048,-0.03976,0.00106,-0.01141,0.17779,-0.08234
IBM260515C00150000,IBM,2026-05-15,150.0,call,0.0,92.97,92.25,13,93.7,20,0,0,2025-08-15,0.01976,1.0,0.0,-0.01723,0.0,1.08617
IBM260515P00150000,IBM,2026-05-15,150.0,put,0.0,1.65,0.4,115,2.89,112,0,2,2025-08-15,0.37097,-0.04247,0.00118,-0.01136,0.18755,-0.08741
IBM260515C00155000,IBM,2026-05-15,155.0,call,0.0,88.28,86.65,104,89.9,104,0,0,2025-08-15,0.01976,1.0,0.0,-0.0178,0.0,1.12237
IBM260515P00155000,IBM,2026-05-15,155.0,put,0.0,2.06,1.74,22,2.39,22,0,0,2025-08-15,0.37097,-0.05256,0.0014,-0.01339,0.22249,-0.10871
IBM260515C00160000,IBM,2026-05-15,160.0,call,92.57,83.82,83.05,11,84.6,23,0,3,2025-08-15,0.01976,1.0,0.0,-0.01838,0.0,1.15858
IBM260515P00160000,IBM,2026-05-15,160.0,put,0.0,2.25,2.15,43,2.36,19,0,1,2025-08-15,0.37097,-0.06406,0.00163,-0.01555,0.25992,-0.13316
IBM260515C00165000,IBM,2026-05-15,165.0,call,89.6,79.33,78.5,11,80.15,21,0,1,2025-08-15,0.01976,1.0,0.0,-0.01895,0.0,1.19478
IBM260515P00165000,IBM,2026-05-15,165.0,put,0.0,3.06,2.42,11,3.7,105,0,15,2025-08-15,0.37097,-0.07699,0.00188,-0.01779,0.29938,-0.16085
IBM260515C00170000,IBM,2026-05-15,170.0,call,89.71,74.9,74.0,11,75.8,26,0,1,2025-08-15,0.01976,1.0,0.0,-0.01952,0.0,1.23099
IBM260515P00170000,IBM,2026-05-15,170.0,put,0.0,3.11,2.97,38,3.25,26,0,27,2025-08-15,0.35146,-0.08238,0.00209,-0.01757,0.31512,-0.17099
IBM260515C00175000,IBM,2026-05-15,175.0,call,0.0,70.47,69.65,21,71.3,8,0,0,2025-08-15,0.17585,0.99082,0.00068,-0.02148,0.05128,1.24985
IBM260515P00175000,IBM,2026-05-15,175.0,put,0.0,3.75,3.4,9,4.1,12,0,8,2025-08-15,0.35146,-0.09786,0.00237,-0.01981,0.35813,-0.20416
IBM260515C00180000,IBM,2026-05-15,180.0,call,0.0,66.62,65.35,11,67.9,105,0,0,2025-08-15,0.23438,0.95299,0.00202,-0.02795,0.20353,1.21147
IBM260515P00180000,IBM,2026-05-15,180.0,put,0.0,4.3,4.0,9,4.6,12,0,23,2025-08-15,0.35146,-0.11484,0.00266,-0.02206,0.40203,-0.24087
IBM260515C00185000,IBM,2026-05-15,185.0,call,0.0,62.17,61.2,11,63.15,51,0,0,2025-08-15,0.23438,0.93815,0.00251,-0.03018,0.2529,1.21816
IBM260515P00185000,IBM,2026-05-15,185.0,put,0.0,5.08,4.75,9,5.4,11,0,43,2025-08-15,0.33194,-0.12324,0.00296,-0.02162,0.42256,-0.25672
IBM260515C00190000,IBM,2026-05-15,190.0,call,0.0,57.98,57.25,9,58.7,11,0,0,2025-08-15,0.23438,0.92041,0.00305,-0.03251,0.30701,1.21887
IBM260515P00190000,IBM,2026-05-15,190.0,put,0.0,6.03,5.5,11,6.55,77,0,10,2025-08-15,0.33194,-0.1432,0.00328,-0.02373,0.46856,-0.29992
IBM260515C00195000,IBM,2026-05-15,195.0,call,52.95,54.05,53.8,11,54.3,15,0,12,2025-08-15,0.2539,0.88446,0.0037,-0.0375,0.40375,1.1804
IBM260515P00195000,IBM,2026-05-15,195.0,put,0.0,6.65,6.45,17,6.85,18,0,21,2025-08-15,0.33194,-0.16464,0.0036,-0.02574,0.5139,-0.34675
IBM260515C00200000,IBM,2026-05-15,200.0,call,50.0,49.95,49.0,103,50.9,42,4,6,2025-08-15,0.2539,0.86044,0.00422,-0.03992,0.46046,1.16705
IBM260515P00200000,IBM,2026-05-15,200.0,put,0.0,7.97,7.6,11,8.35,148,0,147,2025-08-15,0.33194,-0.18744,0.00391,-0.02762,0.5579,-0.39703
IBM260515C00210000,IBM,2026-05-15,210.0,call,38.5,42.9,42.7,8,43.1,10,0,8,2025-08-15,0.2539,0.80513,0.00524,-0.04439,0.57137,1.12387
IBM260515P00210000,IBM,2026-05-15,210.0,put,0.0,10.2,10.0,17,10.4,21,0,18,2025-08-15,0.31243,-0.22819,0.00467,-0.0282,0.62673,-0.48284
IBM260515C00220000,IBM,2026-05-15,220.0,call,34.4,36.02,35.15,13,36.9,11,0,8,2025-08-15,0.2539,0.74158,0.00614,-0.048,0.67035,1.06082
IBM260515P00220000,IBM,2026-05-15,220.0,put,0.0,13.45,13.35,8,13.55,18,0,60,2025-08-15,0.31243,-0.28344,0.00523,-0.03054,0.702,-0.60719
IBM260515C00230000,IBM,2026-05-15,230.0,call,29.9,30.27,29.9,17,30.65,29,0,15,2025-08-15,0.2539,0.67212,0.00686,-0.05039,0.74885,0.98175
IBM260515P00230000,IBM,2026-05-15,230.0,put,0.0,17.18,17.0,19,17.35,24,0,174,2025-08-15,0.31243,-0.34158,0.00567,-0.03179,0.76098,-0.74136
IBM260515C00240000,IBM,2026-05-15,240.0,call,23.05,24.73,24.5,51,24.95,16,0,58,2025-08-15,0.2539,0.59947,0.00734,-0.0514,0.80124,0.89138
IBM260515P00240000,IBM,2026-05-15,240.0,put,21.8,21.85,21.45,17,22.25,136,4,12,2025-08-15,0.31243,-0.40105,0.00597,-0.03187,0.80151,-0.88249
IBM260515C00250000,IBM,2026-05-15,250.0,call,18.7,19.95,19.8,17,20.1,15,0,38,2025-08-15,0.2539,0.52633,0.00756,-0.05098,0.82528,0.7947
IBM260515P00250000,IBM,2026-05-15,250.0,put,0.0,26.65,26.45,10,26.85,11,0,83,2025-08-15,0.31243,-0.46035,0.00613,-0.03079,0.82299,-1.02778
IBM260515C00260000,IBM,2026-05-15,260.0,call,15.3,16.25,15.75,22,16.75,148,1,66,2025-08-15,0.2539,0.45519,0.00753,-0.04926,0.82186,0.69639
IBM260515P00260000,IBM,2026-05-15,260.0,put,32.1,32.92,32.3,22,33.55,144,11,21,2025-08-15,0.31243,-0.51818,0.00615,-0.02865,0.82622,-1.17465
