,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
1249,IBM260417P00230000,IBM,2026-04-17,230.0,put,14.08,15.02,14.35,15,15.7,31,3,1,2025-08-19,0.31243,-0.33427,0.00594,-0.03484,0.71366,-0.63583
1250,IBM260417C00235000,IBM,2026-04-17,235.0,call,0.0,26.23,25.75,9,26.7,8,0,0,2025-08-19,0.2539,0.64415,0.00749,-0.05378,0.73053,0.85173
1251,IBM260417P00235000,IBM,2026-04-17,235.0,put,0.0,16.73,16.4,16,17.05,32,0,0,2025-08-19,0.29292,-0.3632,0.00653,-0.03237,0.73571,-0.68678
1252,IBM260417C00240000,IBM,2026-04-17,240.0,call,0.0,23.42,22.9,20,23.95,10,0,0,2025-08-19,0.2539,0.60546,0.00773,-0.05426,0.75466,0.80758
1253,IBM260417P00240000,IBM,2026-04-17,240.0,put,18.95,19.15,18.65,31,19.65,76,1,0,2025-08-19,0.29292,-0.39686,0.00671,-0.03236,0.75587,-0.75559
1254,IBM260417C00245000,IBM,2026-04-17,245.0,call,20.25,20.98,20.55,20,21.4,8,0,5,2025-08-19,0.2539,0.56654,0.0079,-0.05431,0.77125,0.76175
1255,IBM260417P00245000,IBM,2026-04-17,245.0,put,0.0,21.32,21.0,17,21.65,8,0,89,2025-08-19,0.29292,-0.4306,0.00684,-0.03198,0.77029,-0.82563
1256,IBM260417C00250000,IBM,2026-04-17,250.0,call,19.15,18.85,18.2,20,19.5,18,2,96,2025-08-19,0.2539,0.52776,0.00799,-0.05395,0.78026,0.71489
1257,IBM260417P00250000,IBM,2026-04-17,250.0,put,0.0,23.93,23.55,15,24.3,18,0,0,2025-08-19,0.29292,-0.46416,0.00692,-0.03123,0.779,-0.89648
1258,IBM260417C00255000,IBM,2026-04-17,255.0,call,0.0,16.33,16.1,27,16.55,28,0,0,2025-08-19,0.2539,0.48949,0.00801,-0.05318,0.78188,0.66762
1259,IBM260417P00255000,IBM,2026-04-17,255.0,put,0.0,26.85,26.55,15,27.15,19,0,0,2025-08-19,0.29292,-0.4973,0.00695,-0.03014,0.78214,-0.96774
1260,IBM260417C00260000,IBM,2026-04-17,260.0,call,14.6,14.68,14.25,20,15.1,40,1,3,2025-08-19,0.2539,0.45206,0.00796,-0.05205,0.7765,0.62049
1261,IBM260417P00260000,IBM,2026-04-17,260.0,put,0.0,29.5,28.7,152,30.3,19,0,10,2025-08-19,0.29292,-0.52982,0.00693,-0.02873,0.77997,-1.03903
1262,IBM260417C00265000,IBM,2026-04-17,265.0,call,12.5,12.6,12.45,20,12.75,13,0,1,2025-08-19,0.23438,0.40245,0.00842,-0.047,0.75865,0.56264
1263,IBM260417P00265000,IBM,2026-04-17,265.0,put,0.0,33.05,32.65,15,33.45,20,0,0,2025-08-19,0.29292,-0.56153,0.00686,-0.02702,0.77284,-1.11001
1264,IBM260417C00270000,IBM,2026-04-17,270.0,call,0.0,11.0,10.85,20,11.15,20,0,0,2025-08-19,0.23438,0.36499,0.00818,-0.04505,0.73693,0.51301
1265,IBM260417P00270000,IBM,2026-04-17,270.0,put,0.0,35.9,34.95,189,36.85,20,0,4,2025-08-19,0.29292,-0.59226,0.00676,-0.02505,0.76114,-1.18038
1266,IBM260417C00275000,IBM,2026-04-17,275.0,call,9.7,9.7,9.5,61,9.9,31,4,0,2025-08-19,0.23438,0.32942,0.00788,-0.04286,0.70952,0.46533
1267,IBM260417P00275000,IBM,2026-04-17,275.0,put,0.0,40.1,39.75,15,40.45,20,0,0,2025-08-19,0.31243,-0.60862,0.00627,-0.02656,0.75298,-1.23838
1268,IBM260417C00280000,IBM,2026-04-17,280.0,call,8.35,8.4,8.3,20,8.5,17,0,1,2025-08-19,0.23438,0.29594,0.00752,-0.04049,0.67746,0.41996
1269,IBM260417P00280000,IBM,2026-04-17,280.0,put,0.0,43.45,42.65,126,44.25,12,0,0,2025-08-19,0.29292,-0.65031,0.00645,-0.02043,0.72596,-1.31829
1270,IBM260417C00285000,IBM,2026-04-17,285.0,call,0.0,7.67,6.75,15,8.6,13,0,0,2025-08-19,0.2539,0.28588,0.00683,-0.04235,0.66659,0.40255
1271,IBM260417P00285000,IBM,2026-04-17,285.0,put,0.0,48.3,47.25,3,49.35,36,0,0,2025-08-19,0.31243,-0.66144,0.00597,-0.02189,0.7172,-1.36911
1272,IBM260417C00290000,IBM,2026-04-17,290.0,call,0.0,6.65,5.75,17,7.55,12,0,0,2025-08-19,0.2539,0.25792,0.00649,-0.03991,0.63331,0.36468
1273,IBM260417P00290000,IBM,2026-04-17,290.0,put,0.0,51.9,50.5,84,53.3,27,0,0,2025-08-19,0.31243,-0.68613,0.00579,-0.01933,0.6954,-1.4328
1274,IBM260417C00295000,IBM,2026-04-17,295.0,call,0.0,5.75,4.85,27,6.65,8,0,0,2025-08-19,0.2539,0.2319,0.00613,-0.03742,0.59806,0.32915
1275,IBM260417P00295000,IBM,2026-04-17,295.0,put,0.0,56.38,55.4,29,57.35,19,0,0,2025-08-19,0.33194,-0.69301,0.0054,-0.02088,0.68873,-1.47755
1276,IBM260417C00300000,IBM,2026-04-17,300.0,call,0.0,4.78,4.15,29,5.4,15,0,0,2025-08-19,0.2539,0.2078,0.00575,-0.0349,0.56154,0.29601
1277,IBM260417P00300000,IBM,2026-04-17,300.0,put,0.0,60.72,59.8,35,61.65,25,0,0,2025-08-19,0.33194,-0.71454,0.00522,-0.01826,0.66612,-1.5372
1278,IBM260417C00305000,IBM,2026-04-17,305.0,call,0.0,4.35,3.55,26,5.15,14,0,0,2025-08-19,0.2539,0.18561,0.00537,-0.03239,0.5244,0.26529
1279,IBM260417P00305000,IBM,2026-04-17,305.0,put,0.0,65.0,64.05,56,65.95,20,0,0,2025-08-19,0.35146,-0.71827,0.0049,-0.01992,0.66194,-1.57743
1280,IBM260417C00310000,IBM,2026-04-17,310.0,call,3.7,3.8,3.05,20,4.55,9,0,1,2025-08-19,0.2539,0.16527,0.00499,-0.02992,0.4872,0.23698
1281,IBM260417P00310000,IBM,2026-04-17,310.0,put,0.0,69.3,68.15,77,70.45,27,0,0,2025-08-19,0.35146,-0.73717,0.00473,-0.01728,0.63948,-1.63365
1282,IBM260417C00315000,IBM,2026-04-17,315.0,call,0.0,3.46,2.43,73,4.5,86,0,0,2025-08-19,0.2539,0.14673,0.00462,-0.02752,0.45043,0.21101
1283,IBM260417P00315000,IBM,2026-04-17,315.0,put,0.0,74.03,72.95,79,75.1,48,0,0,2025-08-19,0.35146,-0.75512,0.00456,-0.01459,0.61618,-1.68881
1284,IBM260417C00320000,IBM,2026-04-17,320.0,call,0.0,3.26,2.22,26,4.3,79,0,0,2025-08-19,0.2539,0.12989,0.00425,-0.0252,0.41451,0.18733
1285,IBM260417P00320000,IBM,2026-04-17,320.0,put,0.0,79.08,78.45,5,79.7,10,0,0,2025-08-19,0.37097,-0.75527,0.00432,-0.01644,0.61597,-1.72386
1286,IBM260417C00325000,IBM,2026-04-17,325.0,call,2.39,2.48,2.29,36,2.66,18,0,3,2025-08-19,0.2539,0.11467,0.00389,-0.02298,0.37978,0.16581
1287,IBM260417P00325000,IBM,2026-04-17,325.0,put,0.0,83.92,83.35,9,84.5,9,0,0,2025-08-19,0.39048,-0.75491,0.00411,-0.01835,0.61646,-1.75823
1288,IBM260417C00330000,IBM,2026-04-17,330.0,call,0.0,2.21,1.63,22,2.8,26,0,0,2025-08-19,0.2539,0.10097,0.00355,-0.02088,0.3465,0.14636
1289,IBM260417P00330000,IBM,2026-04-17,330.0,put,0.0,88.55,87.7,77,89.4,7,0,0,2025-08-19,0.39048,-0.76979,0.00397,-0.01575,0.59563,-1.80916
1290,IBM260417C00335000,IBM,2026-04-17,335.0,call,1.65,1.94,1.41,21,2.47,24,0,4,2025-08-19,0.2539,0.08868,0.00323,-0.0189,0.31489,0.12885
1291,IBM260417P00335000,IBM,2026-04-17,335.0,put,0.0,93.53,92.75,80,94.3,6,0,0,2025-08-19,0.40999,-0.76812,0.00379,-0.01778,0.59803,-1.84164
1292,IBM260417C00340000,IBM,2026-04-17,340.0,call,0.0,1.74,1.54,21,1.94,39,0,0,2025-08-19,0.2539,0.07769,0.00292,-0.01705,0.28508,0.11314
1293,IBM260417P00340000,IBM,2026-04-17,340.0,put,0.0,98.95,98.55,15,99.35,76,0,0,2025-08-19,0.4295,-0.76619,0.00364,-0.01987,0.6008,-1.87381
1294,IBM260417C00350000,IBM,2026-04-17,350.0,call,0.0,0.01,0.0,0,1.71,19,0,0,2025-08-19,0.13683,0.00121,0.00015,-0.00026,0.00787,0.00187
1295,IBM260417P00350000,IBM,2026-04-17,350.0,put,0.0,108.92,108.55,12,109.3,15,0,0,2025-08-19,0.44901,-0.77599,0.0034,-0.01956,0.58653,-1.95253
1296,IBM260417C00360000,IBM,2026-04-17,360.0,call,0.0,1.47,0.61,130,2.34,367,0,0,2025-08-19,0.27341,0.05922,0.0022,-0.01466,0.23117,0.08605
1297,IBM260417P00360000,IBM,2026-04-17,360.0,put,0.0,118.72,118.15,78,119.3,15,0,0,2025-08-19,0.48804,-0.76994,0.00317,-0.0241,0.59541,-2.01398
1298,IBM260515C00125000,IBM,2026-05-15,125.0,call,0.0,118.28,117.3,40,119.25,93,0,0,2025-08-19,0.01976,1.0,0.0,-0.01436,0.0,0.8923
1299,IBM260515P00125000,IBM,2026-05-15,125.0,put,0.0,0.78,0.06,87,1.5,105,0,0,2025-08-19,0.4295,-0.01996,0.00054,-0.00733,0.10014,-0.04097
1300,IBM260515C00130000,IBM,2026-05-15,130.0,call,0.0,113.55,112.6,30,114.5,73,0,0,2025-08-19,0.01976,1.0,0.0,-0.01494,0.0,0.92799
1301,IBM260515P00130000,IBM,2026-05-15,130.0,put,0.0,0.7,0.01,97,1.4,97,0,2,2025-08-19,0.40999,-0.0215,0.00061,-0.00742,0.10663,-0.04388
1302,IBM260515C00135000,IBM,2026-05-15,135.0,call,0.0,108.62,107.65,53,109.6,76,0,0,2025-08-19,0.01976,1.0,0.0,-0.01551,0.0,0.96368
1303,IBM260515P00135000,IBM,2026-05-15,135.0,put,0.0,1.08,0.42,88,1.75,82,0,1,2025-08-19,0.40999,-0.02765,0.00075,-0.00912,0.13171,-0.05671
1304,IBM260515C00140000,IBM,2026-05-15,140.0,call,0.0,103.7,103.0,26,104.4,23,0,0,2025-08-19,0.01976,1.0,0.0,-0.01609,0.0,0.99937
1305,IBM260515P00140000,IBM,2026-05-15,140.0,put,0.0,1.5,0.56,84,2.44,90,0,2,2025-08-19,0.40999,-0.0349,0.00091,-0.01101,0.1597,-0.07194
1306,IBM260515C00145000,IBM,2026-05-15,145.0,call,0.0,99.17,98.25,32,100.1,79,0,0,2025-08-19,0.01976,1.0,0.0,-0.01666,0.0,1.03507
1307,IBM260515P00145000,IBM,2026-05-15,145.0,put,0.0,1.31,1.12,51,1.5,3,0,5,2025-08-19,0.39048,-0.03738,0.00101,-0.01103,0.16892,-0.07659
1308,IBM260515C00150000,IBM,2026-05-15,150.0,call,0.0,94.45,93.45,41,95.45,82,0,0,2025-08-19,0.01976,1.0,0.0,-0.01724,0.0,1.07076
1309,IBM260515P00150000,IBM,2026-05-15,150.0,put,0.0,1.83,1.11,82,2.54,91,0,2,2025-08-19,0.39048,-0.0464,0.0012,-0.01307,0.20125,-0.09554
1310,IBM260515C00155000,IBM,2026-05-15,155.0,call,0.0,89.92,88.75,37,91.1,89,0,0,2025-08-19,0.01976,1.0,0.0,-0.01781,0.0,1.10645
1311,IBM260515P00155000,IBM,2026-05-15,155.0,put,0.0,1.97,1.65,18,2.3,15,0,0,2025-08-19,0.37097,-0.04957,0.00133,-0.013,0.21217,-0.10143
1312,IBM260515C00160000,IBM,2026-05-15,160.0,call,92.57,84.92,84.3,15,85.55,10,0,3,2025-08-19,0.01976,1.0,0.0,-0.01838,0.0,1.14214
1313,IBM260515P00160000,IBM,2026-05-15,160.0,put,0.0,2.28,1.92,21,2.64,21,0,1,2025-08-19,0.37097,-0.06065,0.00156,-0.01515,0.24884,-0.12471
1314,IBM260515C00165000,IBM,2026-05-15,165.0,call,89.6,80.38,79.65,34,81.1,7,0,1,2025-08-19,0.01976,1.0,0.0,-0.01896,0.0,1.17783
1315,IBM260515P00165000,IBM,2026-05-15,165.0,put,0.0,2.67,2.3,17,3.05,21,0,15,2025-08-19,0.37097,-0.07315,0.00181,-0.0174,0.28768,-0.15118
1316,IBM260515C00170000,IBM,2026-05-15,170.0,call,89.71,75.9,75.1,44,76.7,8,0,1,2025-08-19,0.01976,1.0,0.0,-0.01953,0.0,1.21353
1317,IBM260515P00170000,IBM,2026-05-15,170.0,put,0.0,3.12,2.73,9,3.5,22,0,27,2025-08-19,0.35146,-0.07821,0.00201,-0.01719,0.30272,-0.16058
1318,IBM260515C00175000,IBM,2026-05-15,175.0,call,0.0,71.88,70.75,40,73.0,56,0,0,2025-08-19,0.17585,0.99212,0.00059,-0.02134,0.04481,1.23447
1319,IBM260515P00175000,IBM,2026-05-15,175.0,put,0.0,3.58,3.25,9,3.9,15,0,8,2025-08-19,0.35146,-0.09323,0.00229,-0.01946,0.34528,-0.19239
1320,IBM260515C00180000,IBM,2026-05-15,180.0,call,0.0,67.28,66.55,16,68.0,9,0,0,2025-08-19,0.19536,0.97837,0.00128,-0.02391,0.10717,1.24391
1321,IBM260515P00180000,IBM,2026-05-15,180.0,put,0.0,4.1,4.0,10,4.2,20,0,28,2025-08-19,0.35146,-0.10977,0.00258,-0.02174,0.38891,-0.22771
1322,IBM260515C00185000,IBM,2026-05-15,185.0,call,0.0,63.35,62.2,40,64.5,51,0,0,2025-08-19,0.23438,0.94285,0.00236,-0.02982,0.23748,1.20953
1323,IBM260515P00185000,IBM,2026-05-15,185.0,put,0.0,4.72,4.45,7,5.0,14,0,43,2025-08-19,0.33194,-0.11771,0.00287,-0.02132,0.40875,-0.24253
1324,IBM260515C00190000,IBM,2026-05-15,190.0,call,0.0,59.17,58.0,39,60.35,52,0,0,2025-08-19,0.23438,0.926,0.00289,-0.03215,0.29021,1.21187
1325,IBM260515P00190000,IBM,2026-05-15,190.0,put,0.0,5.58,5.15,8,6.0,12,0,10,2025-08-19,0.33194,-0.13721,0.00319,-0.02348,0.45476,-0.28422
1326,IBM260515C00195000,IBM,2026-05-15,195.0,call,52.95,54.9,54.25,16,55.55,10,0,12,2025-08-19,0.23438,0.90618,0.00345,-0.03456,0.34689,1.20806
1327,IBM260515P00195000,IBM,2026-05-15,195.0,put,0.0,6.35,6.2,15,6.5,19,0,22,2025-08-19,0.33194,-0.15823,0.00351,-0.02556,0.50031,-0.32955
1328,IBM260515C00200000,IBM,2026-05-15,200.0,call,51.35,51.02,50.0,120,52.05,86,4,9,2025-08-19,0.2539,0.86785,0.00407,-0.03966,0.44319,1.16425
1329,IBM260515P00200000,IBM,2026-05-15,200.0,put,7.3,7.38,7.25,16,7.5,22,1,147,2025-08-19,0.33194,-0.18064,0.00382,-0.02752,0.54473,-0.37835
1330,IBM260515C00210000,IBM,2026-05-15,210.0,call,38.5,44.05,43.25,18,44.85,129,0,8,2025-08-19,0.2539,0.81392,0.00509,-0.04428,0.55491,1.12428
1331,IBM260515P00210000,IBM,2026-05-15,210.0,put,0.0,10.07,9.6,16,10.55,137,0,18,2025-08-19,0.33194,-0.22913,0.00441,-0.03091,0.62762,-0.48558
1332,IBM260515C00220000,IBM,2026-05-15,220.0,call,35.95,37.27,36.5,17,38.05,117,0,9,2025-08-19,0.2539,0.75143,0.00602,-0.0481,0.65622,1.06415
1333,IBM260515P00220000,IBM,2026-05-15,220.0,put,0.0,12.75,12.5,17,13.0,21,0,67,2025-08-19,0.31243,-0.27515,0.00516,-0.03077,0.69133,-0.58269
1334,IBM260515C00230000,IBM,2026-05-15,230.0,call,29.7,30.7,30.35,10,31.05,11,0,16,2025-08-19,0.2539,0.68263,0.00678,-0.05073,0.73817,0.98747
1335,IBM260515P00230000,IBM,2026-05-15,230.0,put,0.0,16.4,16.15,13,16.65,17,0,174,2025-08-19,0.31243,-0.33302,0.00562,-0.03222,0.75286,-0.71438
1336,IBM260515C00240000,IBM,2026-05-15,240.0,call,25.2,25.25,25.0,20,25.5,52,7,58,2025-08-19,0.2539,0.61018,0.00729,-0.05197,0.79462,0.89884
1337,IBM260515P00240000,IBM,2026-05-15,240.0,put,20.7,20.8,20.6,11,21.0,104,11,16,2025-08-19,0.31243,-0.39246,0.00594,-0.0325,0.79614,-0.85339
1338,IBM260515C00250000,IBM,2026-05-15,250.0,call,20.2,20.45,20.25,12,20.65,34,2,38,2025-08-19,0.2539,0.53685,0.00755,-0.05176,0.82282,0.80321
1339,IBM260515P00250000,IBM,2026-05-15,250.0,put,0.0,25.83,25.55,18,26.1,21,0,83,2025-08-19,0.31243,-0.45196,0.00612,-0.03159,0.82035,-0.99693
1340,IBM260515C00260000,IBM,2026-05-15,260.0,call,16.0,16.38,16.15,16,16.6,89,7,65,2025-08-19,0.2539,0.46516,0.00756,-0.0502,0.82319,0.70533
1341,IBM260515P00260000,IBM,2026-05-15,260.0,put,0.0,31.45,31.1,15,31.8,15,0,32,2025-08-19,0.31243,-0.51018,0.00616,-0.02958,0.82608,-1.14239
1342,IBM260515C00270000,IBM,2026-05-15,270.0,call,12.37,12.93,12.6,20,13.25,17,0,46,2025-08-19,0.2539,0.39721,0.00733,-0.0475,0.79876,0.6093
1343,IBM260515P00270000,IBM,2026-05-15,270.0,put,0.0,37.75,37.15,106,38.35,19,0,6,2025-08-19,0.31243,-0.56601,0.00608,-0.02661,0.81501,-1.28751
1344,IBM260515C00280000,IBM,2026-05-15,280.0,call,10.0,10.07,9.9,4,10.25,26,2,34,2025-08-19,0.2539,0.33453,0.00692,-0.04394,0.7542,0.51834
1345,IBM260515P00280000,IBM,2026-05-15,280.0,put,0.0,45.53,44.95,10,46.1,20,0,5,2025-08-19,0.31243,-0.6186,0.00589,-0.02283,0.78955,-1.43044
1346,IBM260515C00290000,IBM,2026-05-15,290.0,call,7.63,7.78,7.6,74,7.95,11,1,73,2025-08-19,0.2539,0.27812,0.00638,-0.0398,0.69498,0.43474
1347,IBM260515P00290000,IBM,2026-05-15,290.0,put,0.0,53.17,52.75,10,53.6,48,0,9,2025-08-19,0.33194,-0.65208,0.00538,-0.02223,0.76555,-1.55354
1348,IBM260515C00300000,IBM,2026-05-15,300.0,call,6.18,6.0,5.85,78,6.15,34,5,33,2025-08-19,0.2539,0.22845,0.00575,-0.03536,0.62657,0.35986
1349,IBM260515P00300000,IBM,2026-05-15,300.0,put,0.0,60.8,59.9,145,61.7,18,0,0,2025-08-19,0.33194,-0.69495,0.00509,-0.01765,0.7256,-1.68465
1350,IBM260515C00310000,IBM,2026-05-15,310.0,call,3.97,5.05,4.45,32,5.65,244,0,76,2025-08-19,0.2539,0.18555,0.00509,-0.03088,0.55393,0.29429
1351,IBM260515P00310000,IBM,2026-05-15,310.0,put,0.0,70.1,69.75,10,70.45,21,0,0,2025-08-19,0.35146,-0.71702,0.00465,-0.01695,0.70083,-1.79114
1352,IBM260515C00320000,IBM,2026-05-15,320.0,call,7.2,3.92,3.15,18,4.7,116,0,5,2025-08-19,0.2539,0.14916,0.00442,-0.02654,0.48113,0.238
1353,IBM260515P00320000,IBM,2026-05-15,320.0,put,0.0,79.15,78.35,77,79.95,8,0,0,2025-08-19,0.37097,-0.73473,0.00426,-0.01637,0.6788,-1.89102
1354,IBM260515C00330000,IBM,2026-05-15,330.0,call,4.35,2.79,2.49,14,3.1,9,0,3,2025-08-19,0.2539,0.11875,0.00378,-0.02248,0.41131,0.19052
1355,IBM260515P00330000,IBM,2026-05-15,330.0,put,0.0,88.72,87.95,71,89.5,13,0,0,2025-08-19,0.39048,-0.74899,0.00394,-0.01591,0.65963,-1.98564
1356,IBM260515C00340000,IBM,2026-05-15,340.0,call,2.17,2.19,1.81,22,2.57,32,0,5,2025-08-19,0.2539,0.09372,0.00318,-0.01879,0.3466,0.15108
1357,IBM260515P00340000,IBM,2026-05-15,340.0,put,0.0,98.72,97.35,78,100.1,79,0,0,2025-08-19,0.40999,-0.76048,0.00366,-0.0156,0.64323,-2.07606
1358,IBM260515C00350000,IBM,2026-05-15,350.0,call,0.0,1.76,1.48,8,2.05,18,0,0,2025-08-19,0.2539,0.07336,0.00265,-0.01552,0.28831,0.11878
1359,IBM260515P00350000,IBM,2026-05-15,350.0,put,0.0,108.53,107.7,77,109.35,77,0,0,2025-08-19,0.44901,-0.75474,0.00338,-0.01984,0.65153,-2.14566
1360,IBM260515C00360000,IBM,2026-05-15,360.0,call,1.2,1.36,1.08,25,1.64,15,0,5,2025-08-19,0.2539,0.057,0.00218,-0.01268,0.23701,0.09266
1361,IBM260515P00360000,IBM,2026-05-15,360.0,put,0.0,118.72,118.1,77,119.35,77,0,0,2025-08-19,0.46853,-0.76251,0.00318,-0.01985,0.64023,-2.2304
1362,IBM260515C00370000,IBM,2026-05-15,370.0,call,1.62,1.17,0.87,17,1.47,100,0,11,2025-08-19,0.27341,0.05841,0.00206,-0.0138,0.24161,0.09429
1363,IBM260515P00370000,IBM,2026-05-15,370.0,put,0.0,128.65,127.95,73,129.35,78,0,0,2025-08-19,0.48804,-0.76877,0.00301,-0.01999,0.63083,-2.31292
1364,IBM260515C00380000,IBM,2026-05-15,380.0,call,1.3,0.84,0.28,93,1.41,119,0,3,2025-08-19,0.27341,0.0463,0.00171,-0.01142,0.20088,0.07499
1365,IBM260515P00380000,IBM,2026-05-15,380.0,put,0.0,138.53,137.65,77,139.4,77,0,0,2025-08-19,0.50755,-0.77378,0.00286,-0.02026,0.62313,-2.39359
1366,IBM260515C00390000,IBM,2026-05-15,390.0,call,4.58,0.72,0.34,168,1.09,206,0,0,2025-08-19,0.27341,0.03652,0.00141,-0.00938,0.16574,0.05935
1367,IBM260515P00390000,IBM,2026-05-15,390.0,put,0.0,148.95,148.5,15,149.4,15,0,0,2025-08-19,0.54657,-0.76447,0.00272,-0.02518,0.63732,-2.45817
1368,IBM260515C00400000,IBM,2026-05-15,400.0,call,0.7,0.84,0.23,192,1.45,251,10,12,2025-08-19,0.29292,0.03941,0.0014,-0.01062,0.17634,0.06357
1369,IBM260515P00400000,IBM,2026-05-15,400.0,put,0.0,158.93,158.45,15,159.4,13,0,0,2025-08-19,0.56608,-0.76778,0.0026,-0.02571,0.63234,-2.5364
1370,IBM260515C00410000,IBM,2026-05-15,410.0,call,0.0,0.51,0.14,136,0.88,160,0,0,2025-08-19,0.27341,0.02245,0.00094,-0.00621,0.11059,0.03669
1371,IBM260515P00410000,IBM,2026-05-15,410.0,put,0.0,169.0,168.4,15,169.6,80,0,0,2025-08-19,0.5856,-0.7703,0.0025,-0.02634,0.62851,-2.61353
1372,IBM260515C00420000,IBM,2026-05-15,420.0,call,0.0,0.01,0.0,0,0.88,78,0,0,2025-08-19,0.19536,0.00122,0.0001,-0.00034,0.00836,0.00207
1373,IBM260515P00420000,IBM,2026-05-15,420.0,put,0.0,178.68,177.8,75,179.55,79,0,0,2025-08-19,0.60511,-0.77213,0.00241,-0.02708,0.62569,-2.6897
1374,IBM260515C00430000,IBM,2026-05-15,430.0,call,0.0,0.01,0.0,0,1.59,134,0,0,2025-08-19,0.19536,0.00076,6e-05,-0.00022,0.00541,0.00129
1375,IBM260515P00430000,IBM,2026-05-15,430.0,put,0.0,188.95,188.35,9,189.55,7,0,0,2025-08-19,0.62462,-0.77336,0.00233,-0.02791,0.62377,-2.76505
1376,IBM260618C00110000,IBM,2026-06-18,110.0,call,139.99,132.78,131.65,85,133.9,89,0,0,2025-08-19,0.01976,1.0,0.0,-0.01259,0.0,0.88091
1377,IBM260618P00110000,IBM,2026-06-18,110.0,put,0.0,0.01,0.0,0,1.55,78,0,31,2025-08-19,0.29292,-0.00066,4e-05,-0.00022,0.00506,-0.00143
1378,IBM260618C00115000,IBM,2026-06-18,115.0,call,0.0,127.9,127.0,90,128.8,89,0,0,2025-08-19,0.01976,1.0,0.0,-0.01316,0.0,0.92095
1379,IBM260618P00115000,IBM,2026-06-18,115.0,put,0.0,0.01,0.0,0,0.9,12,0,1,2025-08-19,0.27341,-0.00059,3e-05,-0.00019,0.00455,-0.00127
1380,IBM260618C00120000,IBM,2026-06-18,120.0,call,0.0,123.18,122.15,76,124.2,89,0,0,2025-08-19,0.01976,1.0,0.0,-0.01373,0.0,0.96099
1381,IBM260618P00120000,IBM,2026-06-18,120.0,put,0.0,1.02,0.25,202,1.78,182,0,12,2025-08-19,0.44901,-0.02277,0.00055,-0.00803,0.11876,-0.05367
1382,IBM260618C00125000,IBM,2026-06-18,125.0,call,114.25,117.95,117.35,69,118.55,6,0,3,2025-08-19,0.01976,1.0,0.0,-0.01431,0.0,1.00103
1383,IBM260618P00125000,IBM,2026-06-18,125.0,put,0.0,0.8,0.64,41,0.97,2,0,27,2025-08-19,0.40999,-0.0205,0.00055,-0.00667,0.10869,-0.04751
1384,IBM260618C00130000,IBM,2026-06-18,130.0,call,0.0,113.55,112.6,43,114.5,89,0,0,2025-08-19,0.01976,1.0,0.0,-0.01488,0.0,1.04108
1385,IBM260618P00130000,IBM,2026-06-18,130.0,put,0.0,1.55,0.84,1,2.27,125,0,49,2025-08-19,0.44901,-0.03561,0.00079,-0.01155,0.17229,-0.08486
1386,IBM260618C00135000,IBM,2026-06-18,135.0,call,117.05,108.88,107.8,48,109.95,155,0,85,2025-08-19,0.01976,1.0,0.0,-0.01545,0.0,1.08112
1387,IBM260618P00135000,IBM,2026-06-18,135.0,put,0.0,1.68,0.93,51,2.43,90,0,22,2025-08-19,0.4295,-0.03825,0.00088,-0.01165,0.18265,-0.09058
1388,IBM260618C00140000,IBM,2026-06-18,140.0,call,113.32,104.15,103.05,47,105.25,88,0,7,2025-08-19,0.01976,1.0,0.0,-0.01602,0.0,1.12116
1389,IBM260618P00140000,IBM,2026-06-18,140.0,put,0.0,1.36,0.09,93,2.63,96,0,21,2025-08-19,0.39048,-0.03524,0.00091,-0.00983,0.1708,-0.08195
1390,IBM260618C00145000,IBM,2026-06-18,145.0,call,139.4,98.88,98.25,54,99.5,6,0,13,2025-08-19,0.01976,1.0,0.0,-0.01659,0.0,1.1612
1391,IBM260618P00145000,IBM,2026-06-18,145.0,put,0.0,1.57,0.31,85,2.84,82,0,11,2025-08-19,0.39048,-0.04361,0.00108,-0.01163,0.20317,-0.10195
1392,IBM260618C00150000,IBM,2026-06-18,150.0,call,98.1,94.4,93.7,31,95.1,10,0,2,2025-08-19,0.01976,1.0,0.0,-0.01717,0.0,1.20124
1393,IBM260618P00150000,IBM,2026-06-18,150.0,put,0.0,1.95,0.79,235,3.1,262,0,29,2025-08-19,0.37097,-0.04632,0.00119,-0.01152,0.21327,-0.10755
1394,IBM260618C00155000,IBM,2026-06-18,155.0,call,103.07,89.72,88.95,42,90.5,9,0,1,2025-08-19,0.01976,1.0,0.0,-0.01774,0.0,1.24128
1395,IBM260618P00155000,IBM,2026-06-18,155.0,put,0.0,2.14,1.6,210,2.68,176,0,15,2025-08-19,0.37097,-0.05652,0.00139,-0.01341,0.24988,-0.1319
1396,IBM260618C00160000,IBM,2026-06-18,160.0,call,83.45,85.28,84.6,17,85.95,6,0,1,2025-08-19,0.01976,1.0,0.0,-0.01831,0.0,1.28132
1397,IBM260618P00160000,IBM,2026-06-18,160.0,put,0.0,2.58,2.22,11,2.93,20,0,70,2025-08-19,0.37097,-0.06802,0.00161,-0.01539,0.28871,-0.15954
1398,IBM260618C00165000,IBM,2026-06-18,165.0,call,85.44,81.0,79.9,45,82.1,65,0,324,2025-08-19,0.01976,1.0,0.0,-0.01888,0.0,1.32137
